Comparision,,Students,,Expert,Nicad-30,Nicad-40,Nicad-50,MeCC_95_20,MeCC_95_10,MeCC_95_4,MeCC_90_20,MeCC_90_10,MeCC_90_4,MeCC_80_20,MeCC_80_10,MeCC_80_4,MeCC_70_20,MeCC_70_10,MeCC_70_4,MeCC_60_20,MeCC_60_10,MeCC_60_4,MeCC_50_20,MeCC_50_10,MeCC_50_4,SimCad,CCCD-30
mod_cache..add_cache_enable()-mod_file_cache..sendfile_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..cache_remove_url_filter(),,,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..add_ignore_session_id(),,0.25,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-http_core..http_create_request(),,,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-http_core..set_keep_alive_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..add_cache_enable()-http_core..set_keep_alive(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_file_cache..cachefilemmap(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..register_hooks(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..add_cache_enable()-mod_cache..add_ignore_header(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_file_cache..file_cache_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-http_core..http_port(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_file_cache..file_cache_post_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..add_cache_enable()-mod_cache..set_cache_factor(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..set_cache_maxex(),,0.5,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..set_cache_store_private(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..create_cache_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_cache..add_cache_enable()-http_core..ap_process_http_connection(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-http_core..http_scheme(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_cache..add_cache_enable()-mod_file_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..set_cache_ignore_cachecontrol(),,0.5,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..cache_save_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_cache..add_cache_enable()-mod_cache..cache_post_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mod_cache..add_cache_enable()-mod_file_cache..create_server_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..add_cache_enable()-http_core..http_send_options(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_cache..add_cache_enable()-mod_cache..cache_url_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..set_keep_alive_timeout(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..set_cache_store_nostore(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..ap_process_http_async_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..cache_out_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..mmap_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..add_cache_disable(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..sendfile_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..cache_remove_url_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..add_ignore_session_id(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..http_create_request(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..set_keep_alive_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..set_keep_alive(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..cachefilemmap(),,1,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
mod_file_cache..cachefilehandle()-mod_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..cachefilehandle()-mod_cache..add_ignore_header(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..file_cache_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..http_port(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..file_cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..cachefilehandle()-mod_cache..set_cache_factor(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..set_cache_maxex(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..set_cache_store_private(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..create_cache_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_file_cache..cachefilehandle()-http_core..ap_process_http_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..http_scheme(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..register_hooks(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..set_cache_ignore_cachecontrol(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..cache_save_filter(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mod_file_cache..cachefilehandle()-mod_file_cache..create_server_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-http_core..http_send_options(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..cache_url_handler(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..cachefilehandle()-mod_cache..add_cache_enable(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..set_keep_alive_timeout(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..set_cache_store_nostore(),,0.25,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_no_last_mod()-http_core..ap_process_http_async_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..cache_out_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..mmap_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..add_cache_disable(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..sendfile_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..cache_remove_url_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..add_ignore_session_id(),,0.75,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..http_create_request(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..set_keep_alive_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..set_keep_alive(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..cachefilemmap(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..add_ignore_header(),,0.5,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..file_cache_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..http_port(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..file_cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..set_cache_factor(),,0.75,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..set_cache_maxex(),,,,,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..set_cache_store_private(),,0.75,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..create_cache_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..ap_process_http_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..http_scheme(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..set_cache_ignore_cachecontrol(),,0.25,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..cache_save_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..cache_post_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..create_server_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-http_core..http_send_options(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..cache_url_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_cache..add_cache_enable(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_no_last_mod()-mod_file_cache..cachefilehandle(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..set_keep_alive_timeout(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_store_nostore(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..ap_process_http_async_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
mod_file_cache..file_cache_xlat()-mod_cache..cache_out_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..mmap_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..add_cache_disable(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..sendfile_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..cache_remove_url_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..add_ignore_session_id(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..http_create_request(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..set_keep_alive_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..set_keep_alive(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..cachefilemmap(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..file_cache_xlat()-mod_cache..add_ignore_header(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..file_cache_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..http_port(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..file_cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_factor(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_maxex(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_store_private(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..create_cache_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_file_cache..file_cache_xlat()-http_core..ap_process_http_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..http_scheme(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_ignore_cachecontrol(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..cache_save_filter(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..create_server_config(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_file_cache..file_cache_xlat()-http_core..http_send_options(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..cache_url_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..add_cache_enable(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_file_cache..cachefilehandle(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
mod_file_cache..file_cache_xlat()-mod_cache..set_cache_ignore_no_last_mod(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..set_keep_alive_timeout(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..set_cache_store_nostore(),,0.25,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_querystring()-http_core..ap_process_http_async_connection(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..cache_out_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..mmap_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..add_cache_disable(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..sendfile_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..cache_remove_url_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..add_ignore_session_id(),,0.5,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..http_create_request(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..set_keep_alive_max(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..set_keep_alive(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..cachefilemmap(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..register_hooks(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..add_ignore_header(),,0.75,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..file_cache_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..http_port(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..file_cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..set_cache_factor(),,0.75,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..set_cache_maxex(),,0.25,,No Clone,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
mod_cache..set_cache_ignore_querystring()-mod_cache..set_cache_store_private(),,1,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_querystring()-mod_cache..create_cache_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..ap_process_http_connection(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-http_core..http_scheme(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..register_hooks(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..set_cache_ignore_cachecontrol(),,0.25,,Type 2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mod_cache..set_cache_ignore_querystring()-mod_cache..cache_save_filter(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
mod_cache..set_cache_ignore_querystring()-mod_cache..cache_post_config(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mod_cache..set_cache_ignore_querystring()-mod_file_cache..create_server_config(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
